Author_id,Isbn
392,0486285529
392,0671002481
393,0812523385
394,0895774666
395,0020199090
396,0385495145
397,0679733825
397,0842329129
398,0345451260
399,0740700235
400,0380973545
401,0393321576
401,0743424425
402,0786868015
403,0446610178
404,0684854953
404,0743229878
405,0380617625
406,0380732335
407,0385337132
408,0440235057
408,0445402040
409,0618119760
410,0871138646
411,0026329859
412,0060621257
412,0060915544
412,0060917016
413,0060925000
413,0060932759
413,0061000280
414,0192815318
415,0312195516
416,0380792664
417,0393048977
417,0399137807
417,039914739X
417,0451203046
418,0451410556
419,0451523318
420,0486281965
421,0486292940
422,051762639X
422,0684824442
423,0743458303
424,081296666X
425,0819215635
426,0880011025
427,1561011525
428,1877727083
429,0486206173
430,0312278586
431,0140370900
432,0674511255
433,0030096189
434,0312965745
435,0345374657
436,0395710901
437,080521061X
438,0823032612
439,0679310002
440,0312288115
441,0316171107
442,0380710218
443,0515118656
444,0553289063
445,0671000306
445,0671673688
446,1561672033
447,0425178242
448,0618173870
448,0156027321
449,0375403582
450,0385721420
451,0451202341
452,0743418190
453,0385335407
454,0965746828
455,0060923245
456,0486272664
457,0786015276
458,0060913509
458,0553272837
459,0440225078
460,0312145543
460,0425181111
461,0380732688
462,0140286276
462,0373484100
462,0449907481
463,0553107305
464,080213825X
464,0515127833
465,0345441133
466,0515134279
467,0945586051
467,0385490992
467,0385424728
468,0312980388
469,0590419625
469,0385472951
470,0451195663
471,0425182878
472,0553564528
472,055356451X
472,0743412621
473,0849943728
474,0849943450
474,084994371X
475,0590406019
476,0020442408
477,0553225987
478,042517736X
478,0671868713
479,038549825X
480,0553202294
481,0345313860
481,0345369947
482,067170124X
483,0345353625
484,0308102282
485,006017143X
486,0805056491
487,0679401377
488,1562827049
488,0385306032
489,0816152446
490,0821772953
491,0345379454
491,0553576925
491,0743206053
492,0688169678
493,0439319552
494,0590870157
495,0307001164
496,0440441501
497,0590687301
498,0439061644
499,0439569842
500,0307118703
501,0590418858
502,030720152X
503,0816728739
504,0865050880
505,0812519655
505,0812524853
506,0449211770
507,193072229X
507,0812521129
508,0345251733
509,1400077826
510,0312995431
510,0312312628
511,0446394521
512,0590021117
513,068484267X
514,0553578693
515,0380709260
516,0807565288
516,0312986769
516,0345413377
516,0345413369
516,0679893105
517,0061096091
517,0345369068
517,0451184718
517,0449209121
518,0060938455
519,080411952X
520,0060575808
520,0060558865
521,0767912918
522,0553298860
523,0385335679
523,0440122090
524,0671525832
524,0553279572
525,0061009059
526,0060930187
527,0516076272
527,0679450432
528,0821775863
528,0821770209
529,0670855758
530,0553562819
530,0446364193
531,0446519138
532,0425179672
533,0061042943
534,0399144463
534,0965404560
535,006015781X
536,0060930705
537,0312206763
538,0316116025
539,0156013967
540,0385314019
541,0743444167
542,0618231617
543,1567920047
544,0811203220
545,1573229148
546,0787955671
547,0425174484
548,0385496907
549,0446523992
550,0140185216
551,0684717255
552,0486272745
553,0062507249
554,0684801221
555,1576737357
556,0060083298
557,0446672211
558,0140293248
559,0807070718
560,0743213831
561,0345305477
562,0061080519
563,0142000205
564,0316735027
565,193156146X
565,015600710X
566,0062517856
566,0679767789
567,0449911683
568,0425169626
568,0449207757
568,0449245691
569,0140029400
569,0140021566
570,2253004022
571,2253005274
572,225300670X
573,2266084372
574,2070362388
575,2266029460
576,2253007102
577,2070417743
578,2266033689
579,2070384349
580,207053880X
581,2070334368
582,2290314951
583,229000510X
584,3492207006
585,3499177757
586,3889774016
587,3502670005
588,0905762487
588,3499222604
589,3746670055
589,0140620427
590,3596144434
591,3442724686
591,0385504209
591,0446525502
592,0385500769
593,0399147012
593,0670892963
593,0688180639
593,0316789089
594,0451197275
594,0425184129
595,0151001006
595,0385505833
596,0679442790
597,0525943862
597,0609605925
598,0060191929
598,0743206045
598,0684864843
599,0684867818
600,0743406176
601,0380978539
601,0679603352
602,0679410430
602,0446523569
603,0671042556
603,0679450440
604,0140107649
605,0609606727
605,0446527793
605,0446531332
606,1570717257
607,0060192631
608,0385420161
609,0345339711
610,052594463X
610,039304016X
610,0399147128
611,0670031046
612,0394574745
612,0316969443
613,0743230051
614,0316693200
614,0684868911
615,0842336214
616,0399148582
616,0684864320
616,0525944834
617,0345428900
618,0451176812
618,0671525794
618,0718144538
619,0446602086
620,0394551427
621,0064407667
622,0007100221
623,2253148539
624,2253043974
625,2020315491
626,0747549923
627,0743462335
628,0140253580
629,0947782141
630,057120354X
631,0349101779
631,0743222229
632,185479549X
633,0140292918
634,1854795554
635,1858813093
636,2871290911
637,0198604025
638,1842151053
639,2253063339
640,1860198597
641,0767908473
642,1842040154
643,0140622063
643,0571209521
644,2264009306
645,1841952931
646,0890877564
647,1405200677
648,0416196772
649,0747538069
650,0375501347
650,0060927240
651,0316776963
652,156341029X
652,0060934719
653,1886383421
654,1888451084
655,0451450256
656,1555835953
657,0395877563
658,0962893862
659,1555834531
660,0393318435
661,0889740828
661,1563410443
662,1563899388
663,1563411148
664,0553579681
664,0553579673
664,0451181379
665,0786889160
666,0345370740
667,0553574175
667,0553574167
667,0553574159
668,0312287240
669,0679801146
670,0446300101
671,0821750410
671,0425142485
672,0451456548
673,0060006048
674,0312906552
675,0440117291
676,0425049981
677,0374386676
677,0786886463
678,0345395379
678,0380788497
679,0307215342
679,0374343381
680,0345403339
681,0440226694
681,0440219604
682,0767903285
683,0345429176
683,038529929X
684,1573229571
684,0345418778
684,0517201658
684,0743211383
684,039914370X
685,1884777805
686,0312977905
687,0812521331
687,0451205421
688,0894342789
689,0440218535
690,0449207595
691,0670844594
692,039457513X
693,0394559487
694,0804001944
695,0590897985
696,0689832877
697,0689829698
698,0439042917
699,0064409457
699,0064405052
700,043922165X
701,0152162445
701,0152162577
701,015216250X
702,1562477528
703,0439221676
704,0439221684
704,0439221714
704,0439221706
704,0439221730
705,0440415993
706,0895872102
707,068983585X
707,0345391802
708,0440219078
709,185424597X
710,2080105434
711,349913358X
712,3257201761
713,3404121686
714,3404118960
715,0345356578
715,0345346971
716,0753804700
716,0451155750
717,0786890436
718,0415928087
719,0521427150
720,0812923278
721,0884111342
722,0345428544
722,0671694049
723,080901582X
723,0449006557
724,0373250339
725,0380820447
726,0385497679
727,0451454243
728,0941423042
729,0373871562
729,0553101439
730,0898151910
731,0835949362
732,0880701102
732,039914563X
733,0312853238
734,0688048730
735,0425161722
735,0385493800
736,0849916399
737,1928791107
738,067175145X
738,0440211727
739,0877192820
740,0380002450
741,0793133955
742,0394178017
742,0425134350
743,0385479689
744,0380754851
745,0380538504
746,044661162X
746,0671742566
746,0515122408
747,0440222818
748,0451204050
749,038533334X
750,0449131548
751,0440120470
752,0451188209
752,0440130913
752,0449001954
752,0345404777
753,0451185277
753,0440224829
754,0671779338
754,0515134368
755,0380759497
756,3442098424
757,0394578791
758,1558505377
759,0373245696
760,0743201078
761,068983571X
762,0553256785
763,0892967994
764,0061064505
765,1551668785
766,0836230868
767,0381999866
768,0380817144
769,0380752115
770,0553212583
770,0446364762
770,0425166619
771,061312975X
772,0765341972
773,0590514776
774,0373037430
775,0064472779
776,0553581279
777,0373750013
778,0393030342
778,0553561618
779,0312422156
780,0425139069
781,0450029956
782,0130139165
783,0373196741
784,0451524489
785,0140065172
785,044022165X
786,0373123485
787,0373123108
788,0590225170
788,0399143165
789,044132231X
790,0425124347
791,0786889705
792,0312282990
793,0425137945
793,042512892X
793,0425113892
794,0394820371
795,0449134482
796,014036336X
797,0375821813
798,0812516826
799,0345348036
800,0679420118
801,0871137380
802,0741409690
802,0741407213
802,0759612277
802,0741402858
802,1585007366
802,074141127X
802,0741403471
802,0741403781
802,0741403056
802,0741405784
802,0741402912
802,0553568760
802,034538184X
803,0140620125
803,0140620109
804,0375420827
804,0671745530
805,0805062971
805,0553211412
806,0671510053
807,1573229385
808,0945397410
809,0385334036
809,0060914653
809,0345347536
810,055321313X
811,3473540420
812,0375507256
812,0060529709
813,0876850867
814,0140274154
815,0679743464
816,0375704027
817,0874067391
818,0590484753
819,0451527038
820,1590520777
820,0590484672
821,0975311255
822,0743237188
822,0553586122
822,0553584510
822,0345341201
823,1551662744
823,0440175623
823,0440216842
824,0345443284
825,0553285653
826,0394800133
827,0060972777
828,0064401472
828,0156001942
829,055326382X
829,0345418018
829,0684801469
830,0393961192
831,9997522052
832,0872203492
833,0312420145
834,0911104542
835,0375401318
836,0140253602
837,0671789422
838,1566193966
839,014016930X
840,0140077022
841,0679732764
841,0553273604
841,0553273914
842,0060256672
843,039592720X
844,1859671500
845,0810935627
845,0060928336
845,0671003755
846,0553268449
847,0684844729
848,0395051649
849,0375705228
849,038001503X
850,0835607860
851,158574218X
852,0806996021
853,0440215625
853,0316777730
854,0375501851
855,0877733759
856,0805019367
857,0140070206
858,0140236589
858,0140042393
859,1590520653
860,1590521994
861,3446202218
861,3499134446
862,067142517X
863,0671726889
863,0446601241
863,0451124340
863,0345384466
863,0446604801
863,0345422392
864,0679734775
865,0440414717
866,0689715625
866,0812539389
867,0152013369
867,0425124819
868,0345409469
869,1558747346
870,0373250177
871,0763615382
872,0965975401
873,0141001771
874,068930935X
875,0451523369
876,0786884622
877,0449005569
878,0671027344
879,0786927089
880,0684831058
881,006019491X
882,0684819066
883,0375420673
884,0140368558
885,0395353416
886,0066211611
887,0312254164
888,3453147243
889,3746611229
890,3492229336
891,3453177800
892,3423009152
893,3596133319
894,3822813397
895,3426871874
896,3453171977
897,3423620005
897,034537522X
898,0345375211
899,034545829X
899,0140042520
899,0380789035
900,0446677574
901,0345358791
901,0060964049
902,0380558483
903,1558171398
904,0425121046
905,0441317502
906,0804102279
907,0812551389
907,0345298985
907,0345316991
907,034531042X
907,0345310306
907,0345310292
907,034531011X
908,0679734058
908,0451130448
909,0553266500
909,0440206154
909,0345370775
910,0441366945
911,0553574833
912,0915950839
913,0060242388
914,0452265347
914,0743457943
914,0373484224
915,0553205757
916,0060171510
917,0312421001
918,0786000988
918,0380789019
919,0451135989
919,0380018179
920,0679004785
921,0684825821
922,0517395754
923,067101420X
923,0679457313
924,0394557433
925,0553571656
925,0312169787
926,0942257324
927,0805008950
928,0786866276
929,0151000638
930,0140266771
930,015644450X
930,0679723420
931,0441004016
932,0671500546
933,0140620338
934,0460878263
935,3257061269
936,3453210999
937,3404126661
938,3453177622
939,3453863593
940,3499108518
941,3518367064
941,3453199766
942,3746670144
942,3453088433
943,0425137015
944,0553572490
944,0553576976
945,0451450604
946,0441001335
947,0451454677
948,0373257074
949,0441435351
950,0373092237
951,0373057296
952,0373058446
952,0349103232
952,0571197779
953,0679745653
953,0571200389
954,0785268480
955,014044503X
956,0851707777
957,0006276199
957,0551031123
957,0551030682
958,0551032510
958,000649840X
958,0140431268
958,0099771519
959,0486265862
959,067102535X
959,0876855575
960,0330376136
961,0140272658
962,3407780028
962,3407780117
963,3257250398
963,3257250053
964,3257250460
965,3442435951
966,3442435838
967,3608919724
968,3453132262
969,379411664X
970,340780573X
970,3407805853
970,0385720920
970,0385498721
971,0972948503
972,0380813815
972,2070372294
973,2264030542
974,0030615321
975,0836217632
976,0140099832
976,0385314744
977,0316107417
978,0894803700
978,0449221164
979,0553801031
979,0590457225
980,0316929190
981,0553052845
982,0140390693
983,0439404371
984,0939766027
985,0679741011
986,0345307674
986,0425071421
986,0345297687
987,0766607119
988,1573225789
989,0380754843
989,0345368940
989,0345331605
990,0425050807
991,044100962X
992,0553296981
993,1895383129
994,0375724575
995,067163884X
996,0553140434
997,0029087104
998,0425050750
999,0345285549
999,0345290240
999,0345301870
999,0451169530
999,067168390X
999,0385335881
999,0385335482
999,0553258001
1000,0671679627
1001,0375704043
1001,0373871279
1002,0373484070
1002,0805063889
1003,068986020X
1004,0671568809
1005,1573228567
1005,0553582658
1006,051513399X
1006,0373218400
1007,0449217868
1008,0671573020
1009,0517006456
1010,0786867086
1011,1569471800
1012,0374216495
1013,0312274572
1014,0316825336
1015,0871137631
1016,0679419152
1016,0060192895
1017,0826308791
1018,0140259198
1019,0345435249
1020,0441003257
1020,0451202503
1020,0446606812
1021,0671028375
1022,0451181468
1022,0399149759
1023,0345384733
1024,0671759361
1025,0830724982
1025,0399146008
1026,3442720001
1027,0515132632
1028,044990671X
1029,0688124402
1030,0929587081
1031,155970117X
1032,0688105408
1033,0871130297
1034,0440500095
1035,1570362084
1035,0060930535
1036,0375702709
1037,044990928X
1038,0671038184
1039,0060916508
1040,0756401453
1041,0963270702
1042,0399242562
1043,0552996009
1044,0708881297
1044,0142000663
1044,0590542443
1044,0590112899
1044,0590660543
1044,0345361792
1045,0552999512
1046,041619513X
1047,0855030224
1048,0861638522
1049,0575073314
1049,0575073004
1050,0394404289
1051,000636988X
1052,1578562333
1053,0345458915
1054,038531258X
1054,006092988X
1055,0140317937
1056,0743225406
1057,0553256696
1058,0785263780
1059,0802433243
1059,0375413081
1059,1400034779
1060,038533303X
1060,0451163753
1061,0440414520
1062,0786885688
1063,0671880187
1064,1558506454
1065,0895773538
1066,0385247745
1066,0385293542
1067,0802069347
1068,0671721038
1069,0671311891
1069,0345387007
1070,037570504X
1070,0767902521
1071,0892967048
1072,0553377868
1073,0472113658
1074,0609608444
1075,0670032425
1076,0915811332
1076,1558744606
1076,080410753X
1076,0451526503
1076,0345325818
1077,044023767X
1078,014131088X
1079,043909013X
1080,0140244824
1081,155643068X
1082,096478260X
1082,155643152X
1083,0553346768
1084,0884043142
1085,0743221990
1086,0312983212
1087,0553486411
1088,3478088534
1089,3821807059
1090,0865532168
1091,059040640X
1092,1566197155
1093,0805210318
1094,031227999X
1094,0385508417
1094,0385510438
1095,0848705459
1095,0380723638
1096,0718001044
1097,0307132668
1098,0812515722
1099,0373169876
1100,0890842795
1101,0385324057
1101,9505470010
1102,0609602535
1102,0425185710
1103,0061030651
1103,0425178773
1104,0553575619
1105,0671578391
1106,0425095584
1107,0451409086
1107,031298250X
1107,006109594X
1107,0671527215
1108,0486203077
1109,0671522817
1110,0618074716
1111,1400062888
1112,0618045996
1113,0312303033
1114,1931520038
1114,0671318314
1114,0553377876
1115,1558612815
1115,014025448X
1115,0060934417
1115,0671793489
1116,0174434642
1117,0679772677
1117,0312983824
1117,0449149676
1117,0449006344
1117,0553568183
1118,0451191153
1118,0440224624
1119,0451523067
1119,0743418174
1119,0451526295
1119,0440214424
1119,0451187903
1119,0385491050
1119,0671036505
1120,0553213504
1121,0446605891
1122,0394758285
1122,0671004565
1123,0345370805
1124,0375703055
1125,0156006529
1125,0446673544
1126,0140256369
1127,0312243022
1127,0316789844
1128,0679761837
1128,0385490445
1128,0380725398
1129,0345316770
1129,0375700757
1129,0070212570
1129,0385480016
1129,0061098361
1129,0061093092
1129,0821758950
1130,0679729917
1130,0451411013
1131,0446611239
1132,0553580078
1132,0425189414
1133,0812909372
1134,0451410912
1134,0316781266
1134,0486280616
1135,0743405978
1135,0671032658
1136,0446607835
1137,0451402103
1138,0373250223
1139,0380817683
1139,0671701053
1140,0671000381
1141,006101253X
1142,0671689231
1142,0380814021
1143,0373711026
1144,0373710992
1145,0373711107
1146,0440217806
1146,0373711123
1147,0373711115
1148,0373711131
1148,0061098795
1149,0791423549
1150,0375725784
1151,0465016146
1151,0465016103
1152,0373226519
1152,0380012774
1152,225313922X
1153,0142004030
1154,0452281784
1155,0375704558
1156,038533656X
1157,0743230213
1158,0345436911
1158,0452284481
1159,0802135196
1159,0440217520
1160,0373834985
1161,0679450548
1162,0451135555
1163,0345339703
1164,038039586X
1164,0670030643
1165,0060929596
1166,3499232871
1167,0374516901
1168,0440131480
1169,0609600745
1170,0375707425
1171,3453151933
1172,0231105592
1173,0590317822
1174,014056232X
1175,0590447319
1176,0440940001
1177,0440401119
1178,0440203155
1178,0812565959
1179,034536628X
1180,0880387483
1181,0880387300
1182,0425163385
1182,0743444051
1183,0061056103
1183,0671042262
1184,0425157539
1184,0553585681
1184,0553585118
1185,0886777690
1185,0743212002
1186,3426650754
1187,1854877178
1188,0380803526
1189,0373152655
1190,0451404033
1191,1583140352
1192,1854879073
1193,0821728326
1193,037348397X
1194,0380773155
1194,3404100263
1195,0679731148
1196,2070417700
1196,2070360075
1197,0786889373
1198,2207245810
1199,2207250474
1200,2290331406
1200,2070426815
1200,2290305251
1200,2070364283
1201,2266128566
1202,2070363104
1203,2253152277
1204,2207252000
1204,2253170453
1205,2723409821
1206,2070415686
1206,2258036992
1206,2207251756
1206,2266000489
1207,2070360423
1208,0394822862
1209,0874493803
1210,1569870942
1211,1579730272
1212,0307177092
1213,2253004898
1214,0812094271
1215,0380600129
1216,0451522389
1217,0425169324
1217,082176828X
1217,0316693324
1218,0553283685
1219,1841215457
1220,0064410358
1221,0007108648
1221,0064472930
1221,0590629824
1221,0743412273
1221,0140089586
1222,0316140651
1223,1559277785
1223,0345367898
1224,0205280854
1225,0553110721
1226,1558534245
1227,0553580272
1228,1560980087
1229,0679412271
1230,0803281730
1230,0345396529
1231,0440455332
1232,1860462995
1233,0679452281
1234,0811807150
1235,0393029190
1236,0385425686
1237,0312169655
1238,0785324712
1239,0449912558
1240,0934257345
1241,0312205872
1242,0670867144
1243,0805051732
1244,0449300021
1244,0684835983
1244,0440226430
1245,0385721358
1246,031231616X
1247,0764504509
1248,089480829X
1249,0767912233
1250,0971453217
1250,0971453209
1251,0785268030
1252,0743201736
1253,0894805770
1254,0440177499
1255,0553232053
1256,0312269102
1256,0062502174
1257,0688177751
1258,0345438329
1259,0345401123
1260,1593160151
1261,1593160127
1262,0451209435
1263,1551669501
1263,0375707972
1263,0618126988
1264,0060094850
1264,0060192305
1265,0142000361
1266,0872860175
1267,031219126X
1267,0020518609
1267,0345446860
1267,0446310492
1268,037348285X
1268,0515090506
1268,0399145087
1269,0812590244
1270,0963641328
1271,1574551108
1272,0879739304
1273,0965712516
1274,0670829943
1274,0060192119
1275,0836218256
1276,0898707129
1276,0805420460
1276,0140140352
1277,1575666529
1277,0312990456
1278,0440221102
1278,0316969680
1279,0449207463
1280,0689109865
1281,3518368540
1282,0312423209
1282,0141180633
1282,0140283382
1282,0786248688
1283,0773762078
1283,0884041093
1283,0884040801
1284,0786887842
1285,0450542912
1286,0192817264
1287,0751522732
1288,0091850401
1289,1853260312
1290,0140016821
1290,0440418569
1291,0786014210
1292,0441005667
1293,0553259830
1294,0312965338
1295,1888740051
1296,0061008028
1297,1931646384
1298,0399501487
1299,157566559X
1299,3423125551
1299,0060514949
1300,0425188361
1301,0066210151
1302,0395177111
1302,0375411992
1303,0060287802
1304,3442730066
1305,0394718968
1306,0192820753
1307,0671744003
1307,3596129389
1308,0915308789
1309,3423620196
1310,0743203313
1310,0425177173
1311,0425172554
1311,0440224764
1312,0553572997
1313,034543076X
1313,0380727501
1314,0312423799
1315,0743249887
1316,0316089745
1316,037542217X
1316,0345440773
1316,0440208912
1316,0061093106
1316,0373218192
1316,0515120006
1316,0515127396
1317,0345433084
1318,0345416260
1319,0385494785
1319,0385486804
1319,0385512104
1320,1555973981
1321,0451180208
1322,089587198X
1323,0198811020
1323,0525237704
1324,039914255X
1325,0340649763
1325,0440236673
1326,0553295071
1326,0316291161
1326,0449208397
1327,1590171012
1328,0060505273
1328,0752999958
1329,0702229962
1330,0679771476
1331,0684848597
1332,031215125X
1333,0064405176
1334,0684821192
1335,0061056871
1336,0590988301
1337,0883659654
1337,0440235162
1337,076790382X
1338,0330357808
1338,0425158616
1339,0307001385
1340,0595157939
1341,0702231088
1342,0140143599
1342,0062502182
1342,0060175400
1343,1573221775
1344,0913367044
1345,1888698357
1346,0913367176
1347,0933121245
1347,0312168144
1348,0451528182
1349,0671537458
1350,0786014741
1351,0517573822
1352,0877732906
1352,0743437810
1353,0385240406
1354,0060116188
1355,0394742591
1355,0517149257
1356,0374517886
1357,0850315336
1358,0312964854
1358,0743222008
1359,0684863324
1360,0618127453
1361,0884053660
1361,0812590236
1362,0515127221
1362,0425161242
1362,0451200993
1363,0679765123
1364,0312982194
1365,0451195922
1366,0425169863
1366,0345380371
1366,0446609323
1366,0316690619
1366,0446610038
1367,155143234X
1368,0891074759
1368,0449222276
1369,0440224608
1370,0451201558
1371,0061032077
1372,2253004243
1373,0679459626
1374,0812566629
1375,0816614024
1376,3518390473
1377,340414578X
1378,3596113350
1379,3453189442
1380,3462031252
1380,0671001701
1381,0782125557
1382,1555217532
1383,0843943769
1383,0553583085
1384,1892051001
1384,0805019375
1385,1587991039
1386,1587214768
1386,0802130496
1387,1857931467
1388,0380717085
1388,0380712172
1389,0380706725
1390,0767904281
1391,1558747478
1392,0440512158
1393,0130179620
1394,0273649949
1395,0072453907
1396,0130305065
1397,0130219193
1398,0028626958
1399,1884822738
1399,0140272941
1400,0375700382
1401,0006550789
1402,0140004424
1402,0812517032
1402,0385492081
1403,0451524829
1404,0877287384
1405,0465090974
1406,1931412677
1406,0670848549
1407,0684829746
1407,0425130215
1407,0061000175
1407,0312971362
1407,0061097659
1407,006017935X
1407,067976402X
1408,1558532161
1409,3125918103
1410,0064408329
1410,0743457358
1411,0743456866
1412,0440235464
1413,0312251890
1414,0440227739
1415,0345425707
1415,0765342294
1415,0451821971
1416,0670894494
1417,0060394447
1418,0385508980
1419,037541181X
1420,006093395X
1421,0385491328
1421,0345434692
1421,0553131893
1422,0374177023
1423,076790351X
1424,0452280907
1424,0425167313
1424,0316314641
1424,034540288X
1425,0061073091
1425,0786808772
1425,0553234609
